,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,Name
86,AHMAD IBRAHIM SECONDARY SCHOOL,751,YISHUN AVENUE 7,AHMAD IBRAHIM SECONDARY SCHOOL,751 YISHUN AVENUE 7 AHMAD IBRAHIM SECONDARY SCHOOL SINGAPORE 768928,768928,27599.3872889336,46417.7087551262,1.43605975368804,103.829718690077,Ahmad Ibrahim Secondary School
87,YUHUA PRIMARY SCHOOL,158,JURONG EAST STREET 24,YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,609558,17737.7130106175,36105.9662365932,1.34280230475033,103.741105772644,Yuhua Primary School
88,BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL),31,SENJA ROAD,BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL),31 SENJA ROAD BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL) SINGAPORE 677742,677742,19871.0048010657,40637.6069141179,1.38378546546228,103.760273432258,West View Primary School
89,WEST VIEW PRIMARY SCHOOL,31,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,677742,19867.3321747258,40625.4829824362,1.3836758200336,103.760240434318,West View Primary School
90,CHUNG CHENG HIGH SCHOOL (MAIN) ADMINISTRATION BUILDING AND ENTRANCE ARCH,50,GOODMAN ROAD,CHUNG CHENG HIGH SCHOOL (MAIN) ADMINISTRATION BUILDING AND ENTRANCE ARCH,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) ADMINISTRATION BUILDING AND ENTRANCE ARCH SINGAPORE 439012,439012,34387.4480683208,31907.6790314764,1.30483557242719,103.890712775053,Chung Cheng High School (Main)
91,CHUNG CHENG HIGH SCHOOL (MAIN),50,GOODMAN ROAD,CHUNG CHENG HIGH SCHOOL (MAIN),50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,439012,34492.1113962689,31935.9858617261,1.30509154753048,103.891653229373,Chung Cheng High School (Main)
92,SAINT MARGARET'S PRIMARY SCHOOL,2,MATTAR ROAD,SAINT MARGARET'S PRIMARY SCHOOL,2 MATTAR ROAD SAINT MARGARET'S PRIMARY SCHOOL SINGAPORE 387724,387724,33376.0018041981,34070.0528455041,1.32439150290682,103.881624837373,St. Margaret's Primary School
93,SAINT MARGARET'S PRIMARY SCHOOL (U/C),136,SOPHIA ROAD,SAINT MARGARET'S PRIMARY SCHOOL (U/C),136 SOPHIA ROAD SAINT MARGARET'S PRIMARY SCHOOL (U/C) SINGAPORE 228197,228197,29432.7525088117,31788.5599566493,1.30375892693678,103.846192524384,St. Margaret's Primary School
94,JUNYUAN SECONDARY SCHOOL,11,TAMPINES STREET 84,JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933,528933,39192.0351621611,37301.4129357934,1.35361315263537,103.933886165824,Junyuan Secondary School
95,REGENT SECONDARY SCHOOL,50,CHOA CHU KANG NORTH 5,REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621,689621,18842.8552409327,41687.3977799285,1.39327908335682,103.751034411529,Regent Secondary School
96,MARIS STELLA HIGH SCHOOL,25,MOUNT VERNON ROAD,MARIS STELLA HIGH SCHOOL,25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 368051,368051,32956.1427672738,35950.1756834127,1.34139473351039,103.877852484979,Maris Stella High School
97,MARIS STELLA HIGH SCHOOL,80,BARTLEY ROAD,MARIS STELLA HIGH SCHOOL,80 BARTLEY ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 539786,539786,32983.2916958053,36037.4445459433,1.34218395739981,103.87809644863,Maris Stella High School
98,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,501,ANG MO KIO STREET 13,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,501 ANG MO KIO STREET 13 CHIJ SAINT NICHOLAS GIRLS' SCHOOL SINGAPORE 569405,569405,28104.0195931299,39497.6106162649,1.37347687878916,103.834253269436,CHIJ St. Nicholas Girls' School
99,NAN CHIAU PRIMARY SCHOOL,50,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,Nan Chiau Primary School
100,ANGLICAN HIGH SCHOOL,600,UPPER CHANGI ROAD,ANGLICAN HIGH SCHOOL,600 UPPER CHANGI ROAD ANGLICAN HIGH SCHOOL SINGAPORE 487012,487012,40078.8166212114,34821.0227393862,1.33118107926966,103.941853465631,Anglican High School
101,GREENRIDGE SECONDARY SCHOOL,31,GANGSA ROAD,GREENRIDGE SECONDARY SCHOOL,31 GANGSA ROAD GREENRIDGE SECONDARY SCHOOL SINGAPORE 678972,678972,20285.5773530258,39732.4925308134,1.375600053443,103.763998914082,Greenridge Secondary School
102,NAVAL BASE SECONDARY SCHOOL,901,YISHUN RING ROAD,NAVAL BASE SECONDARY SCHOOL,901 YISHUN RING ROAD NAVAL BASE SECONDARY SCHOOL SINGAPORE 768689,768689,27747.583393123,44573.2144819219,1.41937881620441,103.831050390247,Naval Base Secondary School
103,NANYANG GIRLS' HIGH SCHOOL,2,LINDEN DRIVE,NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,288683,24561.4160661073,34754.6755309552,1.33058326666479,103.802420979943,Nanyang Girls' High School
104,EAST SPRING PRIMARY SCHOOL,31,TAMPINES STREET 33,EAST SPRING PRIMARY SCHOOL,31 TAMPINES STREET 33 EAST SPRING PRIMARY SCHOOL SINGAPORE 529258,529258,42284.8340225685,37198.8184850682,1.35268400746357,103.961676849165,East Spring Primary School
105,QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19477.8961843997,32838.2868056744,1.31325113867272,103.756743261958,Qifa Primary School
106,AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL,50,WEST COAST AVENUE,AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,19465.1912890384,32839.9119845238,1.3132658326807,103.756629101811,Qifa Primary School
107,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,Paya Lebar Methodist Girls' School (Primary)
108,ELIAS PARK PRIMARY SCHOOL,11,PASIR RIS STREET 52,ELIAS PARK PRIMARY SCHOOL,11 PASIR RIS STREET 52 ELIAS PARK PRIMARY SCHOOL SINGAPORE 518866,518866,40443.0313903531,39612.4369040336,1.37451269377776,103.945128117139,Elias Park Primary School
109,AFTERSCHOOL @ ELIAS PARK PRIMARY SCHOOL,11,PASIR RIS STREET 52,AFTERSCHOOL @ ELIAS PARK PRIMARY SCHOOL,11 PASIR RIS STREET 52 AFTERSCHOOL @ ELIAS PARK PRIMARY SCHOOL SINGAPORE 518866,518866,40460.9792755861,39672.6204007976,1.37505696315817,103.945289416873,Elias Park Primary School
110,TANJONG KATONG SECONDARY SCHOOL,130,HAIG ROAD,TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD TANJONG KATONG SECONDARY SCHOOL SINGAPORE 438796,438796,35112.2101863576,32338.8930419572,1.30873515955341,103.897225196199,Tanjong Katong Secondary School
111,JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,Jurong Primary School
112,JURONG PRIMARY SCHOOL,320,JURONG EAST STREET 32,JURONG PRIMARY SCHOOL,320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476,609476,16853.0771883978,36729.2343872562,1.34843859698946,103.733156566858,Jurong Primary School
113,BEDOK GREEN PRIMARY SCHOOL,1,BEDOK SOUTH AVENUE 2,BEDOK GREEN PRIMARY SCHOOL,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,469317,39636.5324891713,33965.6893824711,1.32344593287992,103.937878976352,Bedok Green Primary School
114,YISHUN TOWN SECONDARY SCHOOL,6,YISHUN STREET 21,YISHUN TOWN SECONDARY SCHOOL,6 YISHUN STREET 21 YISHUN TOWN SECONDARY SCHOOL SINGAPORE 768610,768610,28531.4577029087,46004.3591205124,1.43232156717386,103.838094226361,Yishun Town Secondary School
115,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,469701,40009.9558383394,35212.930261923,1.3347253730189,103.941234868202,St. Anthony's Primary School
116,SAINT ANTHONY'S PRIMARY SCHOOL,30,BUKIT BATOK STREET 32,SAINT ANTHONY'S PRIMARY SCHOOL,30 BUKIT BATOK STREET 32 SAINT ANTHONY'S PRIMARY SCHOOL SINGAPORE 659401,659401,18644.3733009221,38463.0810494516,1.36411948475833,103.749251919049,St. Anthony's Primary School
117,PASIR RIS CREST SECONDARY SCHOOL,11,PASIR RIS STREET 41,PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934,518934,42067.8542885976,39427.6259528883,1.37284060102246,103.959728202919,Pasir Ris Crest Secondary School
118,SAINT HILDA'S PRIMARY SCHOOL (U/C),2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL (U/C),2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL (U/C) SINGAPORE 529706,529706,39641.0330356695,36830.0272573233,1.34934994368496,103.937920511812,St. Hilda's Primary School
119,SAINT HILDA'S PRIMARY SCHOOL,2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL,2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL SINGAPORE 529706,529706,39539.3839146122,36833.9711756017,1.34938565036336,103.937007133662,St. Hilda's Primary School
120,EAST SPRING SECONDARY SCHOOL,30,TAMPINES STREET 34,EAST SPRING SECONDARY SCHOOL,30 TAMPINES STREET 34 EAST SPRING SECONDARY SCHOOL SINGAPORE 529231,529231,42169.5015330398,37590.3682097681,1.35622508992581,103.960640700298,East Spring Secondary School
121,DUNMAN SECONDARY SCHOOL,21,TAMPINES STREET 45,DUNMAN SECONDARY SCHOOL,21 TAMPINES STREET 45 DUNMAN SECONDARY SCHOOL SINGAPORE 529093,529093,41676.8242046405,38079.9135282841,1.36065258337022,103.956213906966,Dunman Secondary School
122,MAYFLOWER PRIMARY SCHOOL,200,ANG MO KIO AVENUE 5,MAYFLOWER PRIMARY SCHOOL,200 ANG MO KIO AVENUE 5 MAYFLOWER PRIMARY SCHOOL SINGAPORE 569878,569878,29105.5559377754,39818.2753564138,1.37637683547682,103.843252803742,Mayflower Primary School
123,SHG STUDENT CARE (MAYFLOWER PRIMARY SCHOOL),200,ANG MO KIO AVENUE 5,SHG STUDENT CARE (MAYFLOWER PRIMARY SCHOOL),200 ANG MO KIO AVENUE 5 SHG STUDENT CARE (MAYFLOWER PRIMARY SCHOOL) SINGAPORE 569878,569878,29095.8686998552,39820.6966135036,1.37639873282244,103.843165756947,Mayflower Primary School
124,WEST SPRING PRIMARY SCHOOL,60,BUKIT PANJANG RING ROAD,WEST SPRING PRIMARY SCHOOL,60 BUKIT PANJANG RING ROAD WEST SPRING PRIMARY SCHOOL SINGAPORE 679946,679946,20530.0971989501,41262.9989389312,1.38944145898943,103.766195711835,West Spring Primary School
125,TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29662.2004727796,45473.7919063438,1.42752326549687,103.848254983853,North View Primary School
126,NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29655.0564113865,45473.7925722394,1.42752327193727,103.848190787869,North View Primary School
127,BUKIT VIEW SECONDARY SCHOOL,16,BUKIT BATOK STREET 21,BUKIT VIEW SECONDARY SCHOOL,16 BUKIT BATOK STREET 21 BUKIT VIEW SECONDARY SCHOOL SINGAPORE 659633,659633,18975.3516749162,36429.990117576,1.3457330554294,103.752226593984,Bukit View Secondary School
128,DE LA SALLE SCHOOL,11,CHOA CHU KANG STREET 52,DE LA SALLE SCHOOL,11 CHOA CHU KANG STREET 52 DE LA SALLE SCHOOL SINGAPORE 689285,689285,17971.195454672,41845.4133931287,1.3947078296399,103.743201812831,De La Salle School
129,KENT RIDGE SECONDARY SCHOOL,147,WEST COAST ROAD,KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD KENT RIDGE SECONDARY SCHOOL SINGAPORE 127368,127368,20384.4722389057,31508.7733694967,1.30122773426098,103.764889617566,Kent Ridge Secondary School
130,HAI SING CATHOLIC SCHOOL,9,PASIR RIS DRIVE 6,HAI SING CATHOLIC SCHOOL,9 PASIR RIS DRIVE 6 HAI SING CATHOLIC SCHOOL SINGAPORE 519421,519421,41536.9732257053,39594.1036770996,1.37434641160381,103.954957944437,Hai Sing Catholic School
131,CANBERRA SECONDARY SCHOOL,51,SEMBAWANG DRIVE,CANBERRA SECONDARY SCHOOL,51 SEMBAWANG DRIVE CANBERRA SECONDARY SCHOOL SINGAPORE 757699,757699,25872.8083025776,48311.9895634912,1.45319086315972,103.814203583818,Canberra Secondary School
132,ANGLO-CHINESE SCHOOL (JUNIOR),16,WINSTEDT ROAD,ANGLO-CHINESE SCHOOL (JUNIOR),16 WINSTEDT ROAD ANGLO-CHINESE SCHOOL (JUNIOR) SINGAPORE 227988,227988,28849.3350947062,32406.8353125956,1.30935041274966,103.840950265464,Anglo-Chinese School (Junior)
133,EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR),16,WINSTEDT ROAD,EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR),16 WINSTEDT ROAD EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR) SINGAPORE 227988,227988,28916.3166898089,32403.7520947009,1.30932252730174,103.841552127373,Anglo-Chinese School (Junior)
134,SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL),11,TECK WHYE WALK,SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL),11 TECK WHYE WALK SHG STUDENT CARE (TECK WHYE PRIMARY SCHOOL) SINGAPORE 688261,688261,19164.4558974076,40648.8130902648,1.38388660469396,103.753924558586,Teck Whye Primary School
135,TECK WHYE PRIMARY SCHOOL,11,TECK WHYE WALK,TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261,688261,19094.0433355458,40622.6493846048,1.38364996834457,103.753291857016,Teck Whye Primary School
136,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY) SINGAPORE 309437,309437,27379.6878858209,33673.6731678378,1.32080725235992,103.827744749548,Singapore Chinese Girls’ School (Primary)
137,BEDOK VIEW SECONDARY SCHOOL,6,BEDOK SOUTH AVENUE 3,BEDOK VIEW SECONDARY SCHOOL,6 BEDOK SOUTH AVENUE 3 BEDOK VIEW SECONDARY SCHOOL SINGAPORE 469293,469293,40292.8371452186,34044.3485775683,1.32415704029686,103.943776245024,Bedok View Secondary School
138,CLEMENTI TOWN SECONDARY SCHOOL,10,CLEMENTI AVENUE 3,CLEMENTI TOWN SECONDARY SCHOOL,10 CLEMENTI AVENUE 3 CLEMENTI TOWN SECONDARY SCHOOL SINGAPORE 129904,129904,20065.2210438633,33091.2638894655,1.31553912945073,103.762020598524,Clementi Town Secondary School
139,LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL),20,JURONG WEST STREET 61,LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL),20 JURONG WEST STREET 61 LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL) SINGAPORE 648200,648200,13127.742393123,35425.1252935641,1.3366431119298,103.699682818103,Frontier Primary School
140,FRONTIER PRIMARY SCHOOL,20,JURONG WEST STREET 61,FRONTIER PRIMARY SCHOOL,20 JURONG WEST STREET 61 FRONTIER PRIMARY SCHOOL SINGAPORE 648200,648200,13129.8467444237,35399.679120725,1.33641298743234,103.69970173931,Frontier Primary School
141,ZHANGDE PRIMARY SCHOOL,51,JALAN MEMBINA,ZHANGDE PRIMARY SCHOOL,51 JALAN MEMBINA ZHANGDE PRIMARY SCHOOL SINGAPORE 169485,169485,27180.1468993286,29627.1075303145,1.28421153335379,103.825951875662,Zhangde Primary School
142,FUCHUN SECONDARY SCHOOL,21,WOODLANDS AVENUE 1,FUCHUN SECONDARY SCHOOL,21 WOODLANDS AVENUE 1 FUCHUN SECONDARY SCHOOL SINGAPORE 739062,739062,21802.2213575486,45825.6298548002,1.43070452883799,103.777625748539,Fuchun Secondary School
143,WOODLANDS RING SECONDARY SCHOOL,10,WOODLANDS RING ROAD,WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239,738239,24308.6728630271,46465.1933193207,1.43648894729939,103.800148469692,Woodlands Secondary School
144,WOODLANDS SECONDARY SCHOOL,11,MARSILING ROAD,WOODLANDS SECONDARY SCHOOL,11 MARSILING ROAD WOODLANDS SECONDARY SCHOOL SINGAPORE 739111,739111,21464.012295193,46756.7632628027,1.43912528141356,103.774586410437,Woodlands Secondary School
145,CRESCENT GIRLS' SCHOOL,357,TANGLIN ROAD,CRESCENT GIRLS' SCHOOL,357 TANGLIN ROAD CRESCENT GIRLS' SCHOOL SINGAPORE 247961,247961,26244.4775918219,30634.2205088157,1.29331947077104,103.817544461755,Crescent Girls' School
146,NEW TOWN PRIMARY SCHOOL,300,TANGLIN HALT ROAD,NEW TOWN PRIMARY SCHOOL,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,148812,24303.310102744,31333.338985689,1.29964188181021,103.80010216304,New Town Primary School
147,LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL),15,CLEMENTI AVENUE 5,LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL),15 CLEMENTI AVENUE 5 LEARNING LEAP PTE LTD (PEI TONG PRIMARY SCHOOL) SINGAPORE 129857,129857,20668.2404885115,33215.772784153,1.31666529308968,103.767438999533,Pei Tong Primary School
148,PEI TONG PRIMARY SCHOOL,15,CLEMENTI AVENUE 5,PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857,129857,20686.1367668323,33164.0863881912,1.31619786415976,103.767599818844,Pei Tong Primary School
149,CHANGKAT CHANGI SECONDARY SCHOOL,23,SIMEI STREET 3,CHANGKAT CHANGI SECONDARY SCHOOL,23 SIMEI STREET 3 CHANGKAT CHANGI SECONDARY SCHOOL SINGAPORE 529894,529894,41346.5926023414,35741.6438345015,1.33950630072876,103.953245525564,Changkat Changi Secondary School
150,GAN ENG SENG PRIMARY SCHOOL,100,REDHILL CLOSE,GAN ENG SENG PRIMARY SCHOOL,100 REDHILL CLOSE GAN ENG SENG PRIMARY SCHOOL SINGAPORE 158901,158901,26022.2170935348,29780.10807156,1.28559516494962,103.815547410064,Gan Eng Seng Primary School
151,PRESBYTERIAN HIGH SCHOOL,5209,ANG MO KIO AVENUE 6,PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6 PRESBYTERIAN HIGH SCHOOL SINGAPORE 569845,569845,29094.0439036526,40441.3768212926,1.38201194250223,103.843149382823,Presbyterian High School
152,BEDOK GREEN SECONDARY SCHOOL,360,BEDOK NORTH AVENUE 3,BEDOK GREEN SECONDARY SCHOOL,360 BEDOK NORTH AVENUE 3 BEDOK GREEN SECONDARY SCHOOL SINGAPORE 469722,469722,39319.2390878517,35190.1334154308,1.33451947288431,103.935028383346,Bedok Green Secondary School
153,YUAN CHING SECONDARY SCHOOL,103,YUAN CHING ROAD,YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD YUAN CHING SECONDARY SCHOOL SINGAPORE 618654,618654,15488.8783984222,36018.0484284926,1.34200635764467,103.72089870437,Yuan Ching Secondary School
154,MERIDIAN PRIMARY SCHOOL,20,PASIR RIS STREET 71,MERIDIAN PRIMARY SCHOOL,20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798,518798,39303.5458344575,39724.6885971073,1.37552831658484,103.934889078518,Meridian Primary School
155,HORIZON PRIMARY SCHOOL,61,EDGEDALE PLAINS,HORIZON PRIMARY SCHOOL,61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819,828819,36912.5247354358,42380.7999361996,1.399550034492,103.913404855665,Horizon Primary School
156,SAINT ANDREW'S JUNIOR SCHOOL,2,FRANCIS THOMAS DRIVE,SAINT ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337,359337,31538.8499082169,34845.2692709584,1.33140255308868,103.865117134385,St. Andrew's Junior School
157,WOODLANDS RING PRIMARY SCHOOL,11,WOODLANDS RING ROAD,WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240,738240,24006.7839585366,46295.2823582534,1.43495229315857,103.797435733144,Woodlands Ring Primary School
158,PUNGGOL SECONDARY SCHOOL,51,EDGEFIELD PLAINS,PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870,828870,36446.0969829671,42658.0347204488,1.40205738421399,103.909213706482,Punggol Secondary School
159,SEMBAWANG SECONDARY SCHOOL,30,SEMBAWANG CRESCENT,SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704,757704,26166.5553010562,47441.1161091775,1.44531502131387,103.816843258118,Sembawang Secondary School
160,MERIDIAN SECONDARY SCHOOL,31,PASIR RIS STREET 51,MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901,518901,40870.9016361358,38809.035507232,1.3672468492013,103.948972483629,Meridian Secondary School
161,FAIRFIELD METHODIST SCHOOL (SECONDARY),102,DOVER ROAD,FAIRFIELD METHODIST SCHOOL (SECONDARY),102 DOVER ROAD FAIRFIELD METHODIST SCHOOL (SECONDARY) SINGAPORE 139649,139649,22522.3772030193,31553.6179904211,1.30163374395823,103.784099647149,Fairfield Methodist Secondary School
162,LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL],3,TAMPINES STREET 22,LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL],3 TAMPINES STREET 22 LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL] SINGAPORE 529366,529366,41160.8615044914,36732.3202990014,1.34846568919477,103.951577056231,Angsana Primary School
163,ANGSANA PRIMARY SCHOOL,3,TAMPINES STREET 22,ANGSANA PRIMARY SCHOOL,3 TAMPINES STREET 22 ANGSANA PRIMARY SCHOOL SINGAPORE 529366,529366,41150.3668378368,36712.2303788289,1.34828400809545,103.951482746538,Angsana Primary School
164,ANGSANA PRIMARY SCHOOL,51,TAMPINES STREET 61,ANGSANA PRIMARY SCHOOL,51 TAMPINES STREET 61 ANGSANA PRIMARY SCHOOL SINGAPORE 528565,528565,39754.5222957945,38406.3864220977,1.36360590588314,103.9389409004,Angsana Primary School
165,SCHOOL OF THE ARTS (SOTA),1,ZUBIR SAID DRIVE,SCHOOL OF THE ARTS (SOTA),1 ZUBIR SAID DRIVE SCHOOL OF THE ARTS (SOTA) SINGAPORE 227968,227968,29710.4144953834,31302.6820281129,1.29936480411316,103.848687419363,School of the Arts
166,NYU TISCH SCHOOL OF THE ARTS ASIA,3,KAY SIANG ROAD,NYU TISCH SCHOOL OF THE ARTS ASIA,3 KAY SIANG ROAD NYU TISCH SCHOOL OF THE ARTS ASIA SINGAPORE 248923,248923,25878.7037793742,30993.4632470775,1.29656831288548,103.814257803885,School of the Arts
167,RIVERVALE PRIMARY SCHOOL,80,RIVERVALE DRIVE,RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092,545092,35928.1770641869,41701.8312798403,1.39340997767762,103.904559511997,Rivervale Primary School
168,EDGEFIELD SECONDARY SCHOOL,36,PUNGGOL FIELD,EDGEFIELD SECONDARY SCHOOL,36 PUNGGOL FIELD EDGEFIELD SECONDARY SCHOOL SINGAPORE 828814,828814,35719.8105087345,42496.0989190713,1.40059309981824,103.902687385465,Edgefield Secondary School
169,PUNGGOL VIEW PRIMARY SCHOOL,9,PUNGGOL PLACE,PUNGGOL VIEW PRIMARY SCHOOL,9 PUNGGOL PLACE PUNGGOL VIEW PRIMARY SCHOOL SINGAPORE 828845,828845,35994.5599585725,42999.5250743832,1.40514582647962,103.905156371376,Punggol Primary School
170,KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL),52,SUMANG WALK,KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL),52 SUMANG WALK KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL) SINGAPORE 828674,828674,35298.7904222226,43711.4672181848,1.41158455562454,103.89890448429,Punggol Primary School
171,PUNGGOL COVE PRIMARY SCHOOL,52,SUMANG WALK,PUNGGOL COVE PRIMARY SCHOOL,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,828674,35287.5991076548,43713.0898242556,1.41159923273069,103.898803921164,Punggol Primary School
172,PUNGGOL PRIMARY SCHOOL,61,HOUGANG AVENUE 8,PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8 PUNGGOL PRIMARY SCHOOL SINGAPORE 538787,538787,34809.5016854042,39975.1199013237,1.37779451191095,103.894506933668,Punggol Primary School
